co2TailpipeGpm,cylinders,displ,drive,fuelType,make,phevBlended,transmission,VClass
485,6,3,Rear-Wheel Drive,Premium,Jaguar,False,Man,Two Seaters
485,6,3,Rear-Wheel Drive,Premium,Jaguar,False,Man,Two Seaters
369,6,3,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Compact Cars
535.789473684,8,6.2,Rear-Wheel Drive,Diesel,Chevrolet,False,Man,Vans
383,6,3,All-Wheel Drive,Premium,Jaguar,False,Aut,Compact Cars
377,6,3,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Midsize Cars
390,6,3,All-Wheel Drive,Premium,Jaguar,False,Aut,Midsize Cars
316,4,2.4,Front-Wheel Drive,Regular,Hyundai,False,Aut,Large Cars
308,4,2.4,Front-Wheel Drive,Regular,Hyundai,False,Aut,Large Cars
388,4,2,Front-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 2WD
410,4,2,All-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 4WD
446,6,3,All-Wheel Drive,Premium,Jaguar,False,Aut,Small Sport Utility Vehicle 4WD
501,8,3.9,Rear-Wheel Drive,Premium,Ferrari,False,Aut,Two Seaters
495,8,3.9,Rear-Wheel Drive,Premium,Ferrari,False,Aut,Two Seaters
592.466666667,6,4.3,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
501,8,3.9,Rear-Wheel Drive,Premium,Ferrari,False,Aut,Two Seaters
495,8,3.9,Rear-Wheel Drive,Premium,Ferrari,False,Aut,Two Seaters
407,6,3,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Two Seaters
407,6,3,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Two Seaters
661,12,6.3,Part-time 4-Wheel Drive,Premium,Ferrari,False,Aut,Minicompact Cars
487,8,3.9,Rear-Wheel Drive,Premium,Ferrari,False,Aut,Minicompact Cars
478,8,3.9,Rear-Wheel Drive,Premium,Ferrari,False,Aut,Minicompact Cars
301,6,3.5,Rear-Wheel Drive,Premium,Lexus,False,Aut,Subcompact Cars
459,8,5,Rear-Wheel Drive,Premium,Lexus,False,Aut,Subcompact Cars
305,4,2,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
522.764705882,4,2.4,Rear-Wheel Drive,Regular,Nissan,False,Aut,Vans
281,4,2,Front-Wheel Drive,Regular,Hyundai,False,Aut,Midsize Cars
301,4,2,Front-Wheel Drive,Regular,Hyundai,False,Man,Midsize Cars
272,4,2,Front-Wheel Drive,Regular,Hyundai,False,Aut,Midsize Cars
503,8,5,All-Wheel Drive,Premium,Genesis,False,Aut,Large Cars
474,8,5,Rear-Wheel Drive,Premium,Genesis,False,Aut,Large Cars
355,4,2,Front-Wheel Drive,Premium,Chevrolet,False,Aut,Small Sport Utility Vehicle 2WD
369,4,2,Front-Wheel Drive,Premium,GMC,False,Aut,Small Sport Utility Vehicle 2WD
379,4,2.4,Front-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 2WD
396,4,2,Front-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 2WD
377,4,2.4,Front-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 2WD
493.722222222,4,2.4,Rear-Wheel Drive,Regular,Nissan,False,Man,Vans
367,4,2,All-Wheel Drive,Premium,Chevrolet,False,Aut,Small Sport Utility Vehicle 4WD
386,4,2,All-Wheel Drive,Premium,GMC,False,Aut,Small Sport Utility Vehicle 4WD
406,4,2.4,All-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 4WD
397,4,2.4,All-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 4WD
353,4,2,All-Wheel Drive,Regular,Subaru,False,Man,Small Sport Utility Vehicle 4WD
301,4,2,All-Wheel Drive,Regular,Subaru,False,Aut,Small Sport Utility Vehicle 4WD
360,4,2,Front-Wheel Drive,Premium,Honda,False,Man,Large Cars
506,4,2.8,4-Wheel Drive,Diesel,Chevrolet,False,Aut,Small Pickup Trucks 4WD
563,6,3.7,Rear-Wheel Drive,Regular,Mobility Ventures LLC,False,Aut,Special Purpose Vehicle 2WD
563,6,3.7,Rear-Wheel Drive,Regular,Mobility Ventures LLC,False,Aut,Special Purpose Vehicle 2WD
403.954545455,4,1.8,Front-Wheel Drive,Regular,Subaru,False,Aut,Compact Cars
683.615384615,6,3.7,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
661,12,6.5,Rear-Wheel Drive,Premium,Ferrari,False,Aut,Two Seaters
524,8,3.9,Rear-Wheel Drive,Premium,Ferrari,False,Aut,Minicompact Cars
324,4,2,Rear-Wheel Drive,Premium,Infiniti,False,Aut,Compact Cars
362,4,2,All-Wheel Drive,Premium,Infiniti,False,Aut,Compact Cars
360,4,2,Rear-Wheel Drive,Premium,Cadillac,False,Aut,Midsize Cars
360,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Large Cars
321,4,2.4,Front-Wheel Drive,Regular,Kia,False,Aut,Large Cars
310,4,2.4,Front-Wheel Drive,Regular,Kia,False,Aut,Large Cars
425,4,2,All-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 4WD
500,8,5,All-Wheel Drive,Premium,Jaguar,False,Aut,Two Seaters
592.466666667,6,3.7,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
433,6,3.7,Rear-Wheel Drive,Premium,Nissan,False,Aut,Two Seaters
447,6,3.7,Rear-Wheel Drive,Premium,Nissan,False,Man,Two Seaters
347,4,2,All-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
311,4,2,Front-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
500,6,3,4-Wheel Drive,Premium,Land Rover,False,Aut,Standard Sport Utility Vehicle 4WD
448,6,3,4-Wheel Drive,Diesel,Land Rover,False,Aut,Standard Sport Utility Vehicle 4WD
387,4,2,All-Wheel Drive,Premium,Audi,False,Aut,Compact Cars
380,4,2,Front-Wheel Drive,Premium,Audi,False,Aut,Compact Cars
571,12,6.6,All-Wheel Drive,Premium,BMW,False,Aut,Large Cars
342,4,2,Front-Wheel Drive,Regular,Hyundai,False,Aut,Large Cars
555.4375,6,3.7,Rear-Wheel Drive,Regular,Dodge,False,Man,Vans
397,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 2WD
351,4,2.4,Front-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 2WD
392,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 2WD
438,6,3.6,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Small Sport Utility Vehicle 2WD
364,4,2,All-Wheel Drive,Premium,Alfa Romeo,False,Aut,Small Sport Utility Vehicle 4WD
397,4,2.4,All-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 4WD
414,4,2,All-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 4WD
400,4,2.4,All-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 4WD
424,4,2,All-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 4WD
454,6,3.6,All-Wheel Drive,Regular,Volkswagen,False,Aut,Small Sport Utility Vehicle 4WD
634.785714286,6,3.7,Rear-Wheel Drive,Regular,Dodge,False,Man,Vans
411,6,3.7,Rear-Wheel Drive,Premium,Nissan,False,Aut,Two Seaters
426,6,3.7,Rear-Wheel Drive,Premium,Nissan,False,Man,Two Seaters
572,8,4.7,Rear-Wheel Drive,Premium,Maserati,False,Aut,Subcompact Cars
577,8,4.7,Rear-Wheel Drive,Premium,Maserati,False,Aut,Subcompact Cars
328,4,2,4-Wheel Drive,Premium or E85,Mercedes-Benz,False,Aut,Compact Cars
328,4,2,Part-time 4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
310,4,2,Front-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
475,6,3,All-Wheel Drive,Premium,Maserati,False,Aut,Midsize Cars
460,6,3,Rear-Wheel Drive,Premium,Maserati,False,Aut,Midsize Cars
471,6,3,Rear-Wheel Drive,Premium,Maserati,False,Aut,Midsize Cars
740.583333333,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
517,8,3.8,Rear-Wheel Drive,Premium,Maserati,False,Aut,Large Cars
485,6,3,All-Wheel Drive,Premium,Maserati,False,Aut,Large Cars
482,6,3,Rear-Wheel Drive,Premium,Maserati,False,Aut,Large Cars
322,4,2,Front-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Small Sport Utility Vehicle 2WD
427,6,3.3,Front-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 2WD
457,6,3.3,Front-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 2WD
436,6,3.3,Front-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 2WD
358,4,2.4,Front-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 2WD
433,6,3.3,All-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 4WD
475,6,3.3,All-Wheel Drive,Regular,Hyundai,False,Aut,Small Sport Utility Vehicle 4WD
740.583333333,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
434,6,3.3,All-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 4WD
465,6,3.3,All-Wheel Drive,Regular,Kia,False,Aut,Small Sport Utility Vehicle 4WD
557,6,3,All-Wheel Drive,Premium,Maserati,False,Aut,Standard Sport Utility Vehicle 4WD
548,6,3,All-Wheel Drive,Premium,Maserati,False,Aut,Standard Sport Utility Vehicle 4WD
193,4,2,Rear-Wheel Drive,Premium and Electricity,BMW,True,Aut,Compact Cars
200,4,2,All-Wheel Drive,Premium and Electricity,BMW,True,Aut,Compact Cars
330,4,2.4,Front-Wheel Drive,Premium,Acura,False,Aut,Compact Cars
368,6,3.5,Front-Wheel Drive,Premium,Acura,False,Aut,Compact Cars
382,6,3.5,Front-Wheel Drive,Premium,Acura,False,Aut,Compact Cars
369,6,3.5,All-Wheel Drive,Premium,Acura,False,Aut,Compact Cars
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
387,6,3.5,All-Wheel Drive,Premium,Acura,False,Aut,Compact Cars
393,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Compact Cars
350,4,2,All-Wheel Drive,Premium,Audi,False,Aut,Small Station Wagons
393,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Small Station Wagons
406,6,3.5,Front-Wheel Drive,Regular,Honda,False,Aut,Minivan - 2WD
395,6,3.5,Front-Wheel Drive,Regular,Honda,False,Aut,Minivan - 2WD
386,6,3.5,Front-Wheel Drive,Premium,Acura,False,Aut,Small Sport Utility Vehicle 2WD
402,6,3.5,All-Wheel Drive,Premium,Acura,False,Aut,Small Sport Utility Vehicle 4WD
337,4,2,4-Wheel Drive,Premium or E85,Mercedes-Benz,False,Aut,Small Sport Utility Vehicle 4WD
337,4,2,Part-time 4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Small Sport Utility Vehicle 4WD
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Man,Vans
214,4,2,All-Wheel Drive,Premium and Electricity,BMW,True,Aut,Large Cars
279,4,1.5,Front-Wheel Drive,Premium,Honda,False,Man,Compact Cars
279,4,1.5,Front-Wheel Drive,Premium,Honda,False,Man,Midsize Cars
399,5,2.5,All-Wheel Drive,Premium,Audi,False,Aut,Subcompact Cars
395,5,2.5,All-Wheel Drive,Premium,Audi,False,Aut,Subcompact Cars
303,4,2,Front-Wheel Drive,Regular,Audi,False,Aut,Subcompact Cars
315,4,2,Front-Wheel Drive,Regular,Audi,False,Aut,Subcompact Cars
348,4,2,4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
278,4,1.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
271,4,1.5,Front-Wheel Drive,Regular,Toyota,False,Man,Compact Cars
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Man,Vans
304,4,2,Front-Wheel Drive,Regular,Volvo,False,Aut,Compact Cars
304,4,2,Front-Wheel Drive,Regular,Volvo,False,Aut,Compact Cars
345,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Compact Cars
338,4,2,All-Wheel Drive,Regular,Volvo,False,Aut,Compact Cars
338,4,2,All-Wheel Drive,Regular,Volvo,False,Aut,Compact Cars
354,4,2,All-Wheel Drive,Regular,Volvo,False,Aut,Compact Cars
223,4,2.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
366,6,3.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
322,4,2,Front-Wheel Drive,Premium,Volvo,False,Aut,Midsize Cars
354,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Midsize Cars
807.909090909,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
340,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Midsize Cars
327,4,2,Front-Wheel Drive,Regular,Hyundai,False,Aut,Large Cars
338,4,2,Front-Wheel Drive,Regular,Hyundai,False,Man,Large Cars
304,4,2,Front-Wheel Drive,Regular,Volvo,False,Aut,Small Station Wagons
345,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Small Station Wagons
354,4,2,All-Wheel Drive,Regular,Volvo,False,Aut,Small Station Wagons
338,4,2,All-Wheel Drive,Regular,Volvo,False,Aut,Small Station Wagons
361,4,2,4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Midsize Station Wagons
322,4,2,Front-Wheel Drive,Premium,Volvo,False,Aut,Midsize Station Wagons
354,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Midsize Station Wagons
355.48,4,1.8,Front-Wheel Drive,Regular,Subaru,False,Man,Compact Cars
740.583333333,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
361,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Midsize Station Wagons
344,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Midsize Station Wagons
443,6,3.3,Front-Wheel Drive,Regular,Kia,False,Aut,Minivan - 2WD
433,6,3.3,Front-Wheel Drive,Regular,Kia,False,Aut,Minivan - 2WD
476,6,3.3,Front-Wheel Drive,Regular,Kia,False,Aut,Minivan - 2WD
368,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Small Sport Utility Vehicle 2WD
367,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Small Sport Utility Vehicle 4WD
385,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Small Sport Utility Vehicle 4WD
353,4,2,Front-Wheel Drive,Premium,Volvo,False,Aut,Standard Sport Utility Vehicle 2WD
415,4,2,All-Wheel Drive,Premium,Audi,False,Aut,Standard Sport Utility Vehicle 4WD
740.583333333,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
394,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Standard Sport Utility Vehicle 4WD
541,8,6.2,Rear-Wheel Drive,Premium,Chevrolet,False,Aut,Two Seaters
466,8,6.2,Rear-Wheel Drive,Premium,Chevrolet,False,Man,Two Seaters
487,8,6.2,Rear-Wheel Drive,Premium,Chevrolet,False,Aut,Two Seaters
503,8,6.2,Rear-Wheel Drive,Premium,Chevrolet,False,Man,Two Seaters
396,6,3.6,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Subcompact Cars
559,8,6.2,Rear-Wheel Drive,Premium,Chevrolet,False,Man,Subcompact Cars
457,8,6.2,Rear-Wheel Drive,Premium,Chevrolet,False,Man,Subcompact Cars
442,8,6.2,Rear-Wheel Drive,Premium,Chevrolet,False,Aut,Subcompact Cars
582,8,6.2,Rear-Wheel Drive,Premium,Chevrolet,False,Aut,Subcompact Cars
807.909090909,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
354,4,2,Rear-Wheel Drive,Premium,Chevrolet,False,Aut,Subcompact Cars
379,4,2,Rear-Wheel Drive,Premium,Chevrolet,False,Man,Subcompact Cars
312,4,2,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Compact Cars
360,4,2.5,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Large Cars
409,6,3.6,Front-Wheel Drive,Gasoline or E85,Chevrolet,False,Aut,Large Cars
404,6,3.6,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Large Cars
448,6,3.3,All-Wheel Drive,Premium,Genesis,False,Aut,Large Cars
454,6,3.3,Rear-Wheel Drive,Premium,Genesis,False,Aut,Large Cars
493,8,5,All-Wheel Drive,Premium,Genesis,False,Aut,Large Cars
482,8,5,Rear-Wheel Drive,Premium,Genesis,False,Aut,Large Cars
444.35,4,2.3,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
334,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Small Station Wagons
392,4,2.5,Front-Wheel Drive,Gasoline or E85,Ford,False,Aut,Special Purpose Vehicle 2WD
404,4,2.5,Front-Wheel Drive,Gasoline or E85,Ford,False,Aut,Special Purpose Vehicle 2WD
404,4,2.5,Front-Wheel Drive,Gasoline or E85,Ford,False,Aut,Special Purpose Vehicle 2WD
392,4,2.5,Front-Wheel Drive,Regular,Ford,False,Aut,Special Purpose Vehicle 2WD
404,4,2.5,Front-Wheel Drive,Regular,Ford,False,Aut,Special Purpose Vehicle 2WD
404,4,2.5,Front-Wheel Drive,Regular,Ford,False,Aut,Special Purpose Vehicle 2WD
365,4,2,All-Wheel Drive,Premium,Jaguar,False,Aut,Small Sport Utility Vehicle 4WD
382,4,2,All-Wheel Drive,Regular,Volkswagen,False,Aut,Small Sport Utility Vehicle 4WD
365,4,2,All-Wheel Drive,Premium,Volvo,False,Aut,Standard Sport Utility Vehicle 4WD
370.291666667,4,2.3,Rear-Wheel Drive,Regular,Ford,False,Man,Vans
561,12,6,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Subcompact Cars
731,12,6.5,All-Wheel Drive,Premium,Lamborghini,False,Aut,Two Seaters
731,12,6.5,All-Wheel Drive,Premium,Lamborghini,False,Aut,Two Seaters
751,12,6.5,All-Wheel Drive,Premium,Lamborghini,False,Aut,Two Seaters
751,12,6.5,All-Wheel Drive,Premium,Lamborghini,False,Aut,Two Seaters
486,8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Two Seaters
486,8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Two Seaters
490,8,4,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Two Seaters
437,6,3.6,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Subcompact Cars
292,4,1.5,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Midsize Cars
467.736842105,6,3,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
344,4,2,Front-Wheel Drive,Premium,Chevrolet,False,Aut,Midsize Cars
312,4,2,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Midsize Cars
333,4,2,All-Wheel Drive,Premium,Jaguar,False,Aut,Midsize Cars
311,4,2.5,All-Wheel Drive,Regular,Subaru,False,Aut,Midsize Cars
387,6,3.6,All-Wheel Drive,Regular,Subaru,False,Aut,Midsize Cars
493,6,3.7,All-Wheel Drive,Regular,Lincoln,False,Aut,Special Purpose Vehicle 4WD
320,4,2.5,All-Wheel Drive,Regular,Subaru,False,Aut,Small Sport Utility Vehicle 4WD
398,6,3.6,All-Wheel Drive,Regular,Subaru,False,Aut,Small Sport Utility Vehicle 4WD
468,6,3.5,Front-Wheel Drive,Regular,Ford,False,Aut,Standard Sport Utility Vehicle 2WD
468,6,3.7,Front-Wheel Drive,Regular,Lincoln,False,Aut,Standard Sport Utility Vehicle 2WD
467.736842105,6,3,Rear-Wheel Drive,Regular,Ford,False,Man,Vans
494,6,3.5,All-Wheel Drive,Regular,Ford,False,Aut,Standard Sport Utility Vehicle 4WD
523,6,3.5,All-Wheel Drive,Regular,Ford,False,Aut,Standard Sport Utility Vehicle 4WD
523,6,3.5,All-Wheel Drive,Regular,Lincoln,False,Aut,Standard Sport Utility Vehicle 4WD
223,3,1.5,All-Wheel Drive,Premium and Electricity,MINI,True,Aut,Midsize Cars
284,4,2,Rear-Wheel Drive,Diesel,Jaguar,False,Aut,Compact Cars
299,4,2,All-Wheel Drive,Diesel,Jaguar,False,Aut,Compact Cars
281,4,2,Front-Wheel Drive,Regular,Mazda,False,Man,Compact Cars
283,4,2,Front-Wheel Drive,Regular,Mazda,False,Aut,Compact Cars
293,4,2.5,Front-Wheel Drive,Regular,Mazda,False,Aut,Compact Cars
290,4,2,Front-Wheel Drive,Regular,Mazda,False,Aut,Compact Cars
634.785714286,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
308,4,2,4-Wheel Drive,Regular,Mazda,False,Aut,Compact Cars
289,4,2,Rear-Wheel Drive,Diesel,Jaguar,False,Aut,Midsize Cars
299,4,2,All-Wheel Drive,Diesel,Jaguar,False,Aut,Midsize Cars
286,4,2,Front-Wheel Drive,Regular,Mazda,False,Man,Midsize Cars
280,4,2,Front-Wheel Drive,Regular,Mazda,False,Aut,Midsize Cars
301,4,2.5,Front-Wheel Drive,Regular,Mazda,False,Aut,Midsize Cars
331,4,2,All-Wheel Drive,Regular,Subaru,False,Man,Midsize Cars
282,4,2,All-Wheel Drive,Regular,Subaru,False,Aut,Midsize Cars
337,4,2,All-Wheel Drive,Regular,Subaru,False,Man,Midsize Cars
291,4,2,All-Wheel Drive,Regular,Subaru,False,Aut,Midsize Cars
592.466666667,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
264,4,2.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
338,6,3.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
345,6,3.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
277,4,2.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
274,4,2.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
317,4,1.6,Front-Wheel Drive,Regular,Hyundai,False,Aut,Large Cars
363,4,1.6,Front-Wheel Drive,Regular,Hyundai,False,Man,Large Cars
330,4,1.6,Front-Wheel Drive,Regular,Kia,False,Aut,Small Station Wagons
335,4,1.6,Front-Wheel Drive,Regular,Kia,False,Man,Small Station Wagons
320,4,1.6,Front-Wheel Drive,Regular,Kia,False,Aut,Small Station Wagons
555.4375,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Man,Vans
335,4,2,All-Wheel Drive,Regular,Subaru,False,Man,Small Station Wagons
282,4,2,All-Wheel Drive,Regular,Subaru,False,Aut,Small Station Wagons
351,4,2,All-Wheel Drive,Regular,Subaru,False,Man,Small Station Wagons
292,4,2,All-Wheel Drive,Regular,Subaru,False,Aut,Small Station Wagons
350,4,2.4,Front-Wheel Drive,Regular,Jeep,False,Aut,Small Sport Utility Vehicle 2WD
339,4,2.4,Front-Wheel Drive,Regular,Jeep,False,Man,Small Sport Utility Vehicle 2WD
352,4,2,All-Wheel Drive,Diesel,Jaguar,False,Aut,Small Sport Utility Vehicle 4WD
358,4,2.4,All-Wheel Drive,Regular,Jeep,False,Aut,Small Sport Utility Vehicle 4WD
355,4,2.4,All-Wheel Drive,Regular,Jeep,False,Man,Small Sport Utility Vehicle 4WD
840,16,8,All-Wheel Drive,Premium,Bugatti,False,Aut,Two Seaters
377.037037037,4,1.8,Front-Wheel Drive,Diesel,Toyota,False,Aut,Compact Cars
634.785714286,8,5,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
358,4,2,All-Wheel Drive,Premium,Audi,False,Aut,Subcompact Cars
359,4,2,All-Wheel Drive,Premium,Audi,False,Aut,Subcompact Cars
397,6,3,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Subcompact Cars
394,6,3,4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Subcompact Cars
305,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Subcompact Cars
308,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Subcompact Cars
398,6,3.6,All-Wheel Drive,Regular,Cadillac,False,Aut,Compact Cars
469,6,3.6,Rear-Wheel Drive,Premium,Cadillac,False,Aut,Compact Cars
358,4,2,All-Wheel Drive,Premium,Cadillac,False,Aut,Compact Cars
321,4,2,All-Wheel Drive,Premium,Jaguar,False,Aut,Compact Cars
807.909090909,8,5.8,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
305,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Compact Cars
308,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Compact Cars
366,4,2,All-Wheel Drive,Premium,Volkswagen,False,Man,Compact Cars
354,4,2,All-Wheel Drive,Premium,Volkswagen,False,Aut,Compact Cars
378,6,3,All-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
378,6,3,All-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
398,6,3.6,All-Wheel Drive,Regular,Cadillac,False,Aut,Midsize Cars
348,4,2,Rear-Wheel Drive,Premium,Cadillac,False,Aut,Compact Cars
368,4,2,All-Wheel Drive,Premium,Cadillac,False,Aut,Midsize Cars
488,6,3.6,Rear-Wheel Drive,Premium,Cadillac,False,Aut,Midsize Cars
807.909090909,8,5.8,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
376,6,3.6,Rear-Wheel Drive,Regular,Cadillac,False,Aut,Compact Cars
376,6,3.6,Rear-Wheel Drive,Regular,Cadillac,False,Aut,Midsize Cars
530,8,6.2,Rear-Wheel Drive,Premium,Cadillac,False,Aut,Midsize Cars
388,4,2,Rear-Wheel Drive,Premium,Cadillac,False,Man,Compact Cars
305,4,1.6,Front-Wheel Drive,Regular,Hyundai,False,Aut,Midsize Cars
356,4,1.6,Front-Wheel Drive,Regular,Hyundai,False,Man,Midsize Cars
256,4,1.4,Front-Wheel Drive,Regular,Hyundai,False,Aut,Midsize Cars
387,6,3,Rear-Wheel Drive,Premium,Infiniti,False,Aut,Midsize Cars
408,6,3,All-Wheel Drive,Premium,Infiniti,False,Aut,Midsize Cars
404,6,3,Rear-Wheel Drive,Premium,Infiniti,False,Aut,Midsize Cars
634.785714286,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
405,6,3,All-Wheel Drive,Premium,Infiniti,False,Aut,Midsize Cars
349,4,2,Rear-Wheel Drive,Premium,Infiniti,False,Aut,Midsize Cars
368,4,2,All-Wheel Drive,Premium,Infiniti,False,Aut,Midsize Cars
279,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Midsize Cars
314,4,2,Front-Wheel Drive,Regular,Kia,False,Man,Midsize Cars
318,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Midsize Cars
170,4,2.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
195,4,2.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
302,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Midsize Cars
397,6,3,All-Wheel Drive,Premium,Audi,False,Aut,Large Cars
683.615384615,8,5,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
416,6,3.6,All-Wheel Drive,Regular,Cadillac,False,Aut,Large Cars
317,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Large Cars
447,8,5.3,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Standard Pickup Trucks 2WD
448,6,4.3,Rear-Wheel Drive,Gasoline or E85,Chevrolet,False,Aut,Standard Pickup Trucks 2WD
